height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age,fee,window,league,season,position_group
182,86,Argentina,78,78,Right,2023,58,48,66,80,49,74,59,60,76,80,55,48,60,74,64,73,55,85,82,64,80,76,58,73,59,81,43,76,72,16,11,12,16,10,31,4000000,summer,Laliga,2021,midfielder
184,82,Croatia,75,81,Right,2023,67,51,75,68,43,60,45,30,60,66,66,70,67,70,65,65,80,65,75,39,83,76,49,39,44,66,73,76,73,15,13,10,10,12,25,4000000,summer,Premier Liga,2021,defender
173,72,Netherlands,70,78,Right,2023,49,38,58,66,42,72,44,41,58,69,70,61,65,67,74,60,86,83,76,47,84,72,53,50,50,66,70,70,66,6,9,13,11,12,23,4000000,summer,Ligue 1,2021,midfielder
178,64,Albania,75,76,Right,2025,69,76,67,65,57,79,68,65,57,78,85,85,82,73,75,72,69,69,61,68,71,29,74,69,50,80,22,22,16,7,8,9,15,13,26,4000000,winter,Laliga,2021,attacker
191,88,United States,61,72,Right,2025,44,43,58,64,38,63,40,51,61,62,52,64,56,54,52,50,58,62,72,47,62,55,54,58,43,54,54,61,61,6,13,13,6,14,20,4000000,summer,Jupiler Pro League,2021,midfielder
186,75,Turkey,69,74,Left,2026,46,58,51,68,45,66,41,47,71,69,74,75,61,73,61,67,61,87,64,66,73,69,63,62,52,58,69,72,71,15,8,10,9,6,23,4000000,summer,Super Lig,2021,midfielder
165,62,Israel,73,81,Right,2026,68,73,62,68,58,70,64,62,58,72,84,82,90,67,91,74,71,75,52,66,34,22,73,72,52,67,39,34,35,7,12,10,8,13,19,4000000,summer,Scottish Premiership,2021,attacker
181,74,Italy,78,78,Right,2022,50,83,74,70,80,76,58,54,58,78,81,82,85,80,79,76,84,70,70,70,50,14,84,65,78,72,40,20,15,14,7,10,11,11,34,4000000,summer,Serie A,2022,attacker
174,74,Netherlands,72,77,Left,2022,69,67,32,69,60,81,64,49,58,76,86,80,85,66,77,72,40,62,54,48,34,42,67,59,55,68,50,44,27,8,15,11,7,11,24,4000000,summer,Eredivisie,2022,attacker
180,76,Spain,75,83,Left,2022,65,78,74,71,69,74,52,51,66,75,75,77,70,73,70,74,74,72,73,69,47,45,75,68,64,68,45,35,35,8,14,6,14,15,22,4000000,summer,Laliga,2022,attacker
189,90,Cameroon,73,80,Right,2026,59,61,64,75,64,73,59,50,73,74,58,61,52,72,53,77,62,73,86,67,77,74,64,74,54,76,69,73,63,9,14,15,12,9,22,4000000,summer,Ligue 1,2022,midfielder
185,80,Italy,69,78,Left,2025,60,21,60,63,27,59,40,33,50,69,58,55,50,65,55,41,70,55,66,26,67,72,29,45,37,60,72,73,74,8,13,12,12,9,21,4000000,summer,Serie A,2022,defender
185,76,Belgium,71,75,Right,2025,61,70,68,67,66,66,45,49,60,68,74,76,70,72,64,72,71,75,70,67,45,15,76,68,59,61,32,18,13,13,12,12,12,10,25,4000000,summer,Jupiler Pro League,2022,attacker
175,63,United States,62,77,Right,2025,55,55,48,63,42,65,54,44,60,63,79,75,80,46,77,56,56,61,47,52,49,27,54,63,49,59,32,41,48,8,9,9,13,12,19,4000000,winter,1 Bundesliga,2022,midfielder
172,69,Sweden,59,77,Right,2025,55,44,42,65,42,61,46,38,61,63,72,69,74,56,85,55,52,62,54,40,62,40,57,61,49,56,51,49,46,9,11,7,7,15,19,4000000,winter,Premier League,2022,midfielder
180,80,Argentina,74,79,Right,2024,59,75,75,65,67,74,68,61,50,73,78,76,75,73,76,76,79,73,74,68,55,29,75,61,68,70,39,30,28,12,16,7,7,6,25,4000000,summer,Laliga,2022,attacker
182,75,France,76,79,Right,2024,75,42,61,72,49,71,65,47,66,72,79,79,71,70,73,64,75,86,75,54,73,70,72,69,50,70,71,72,71,14,12,9,12,13,26,4000000,summer,Ligue 1,2022,defender
184,86,Germany,71,82,Right,2024,64,73,56,67,63,77,55,43,49,74,85,79,77,69,76,71,63,71,75,65,55,23,67,59,55,60,31,31,23,6,11,10,14,9,21,4000000,summer,1 Bundesliga,2022,attacker
185,83,Denmark,71,73,Right,2024,65,65,71,73,55,69,60,55,69,70,70,75,68,74,75,68,77,85,79,60,72,69,69,67,58,74,70,70,68,11,12,5,10,6,25,4000000,summer,1 Bundesliga,2022,midfielder
183,71,Greece,70,80,Right,2024,50,53,62,73,48,68,50,38,70,73,77,75,66,63,66,70,66,74,69,75,71,66,56,62,39,66,65,67,66,8,8,9,8,10,20,4000000,summer,Liga Portugal,2022,midfielder
175,65,France,65,82,Right,2023,56,59,55,59,39,68,55,33,47,67,88,87,85,55,70,59,57,52,36,48,30,22,62,58,54,58,25,25,20,13,10,14,14,8,19,4000000,summer,Ligue 1,2022,attacker
185,75,Cameroon,69,78,Left,2023,66,28,67,62,27,65,40,31,53,70,72,74,54,63,63,45,75,71,75,38,65,68,51,45,41,52,65,72,68,13,7,9,12,10,23,4000000,summer,Serie A,2022,defender
174,66,Senegal,82,82,Right,2023,60,60,69,80,36,76,60,66,76,79,72,69,79,81,83,82,84,87,69,72,83,86,72,70,55,79,82,87,83,8,6,8,12,13,32,4000000,summer,Premier League,2022,midfielder
172,66,Argentina,70,79,Left,2023,65,60,52,67,64,75,68,60,61,72,82,79,83,62,69,66,59,70,58,65,66,60,64,62,55,66,56,60,64,15,10,14,7,12,22,4000000,summer,Laliga,2022,defender
174,60,Turkey,71,81,Left,2023,71,42,55,66,51,71,70,41,58,66,88,83,90,68,82,64,75,69,54,50,66,68,68,48,42,64,68,69,64,11,12,9,13,13,21,4000000,summer,Scottish Premiership,2022,defender
186,76,Paraguay,70,80,Right,2022,31,32,70,59,29,44,27,24,54,63,64,71,55,70,63,45,70,70,65,42,75,70,38,48,36,65,74,75,69,14,11,12,9,11,22,4000000,winter,Premier Liga,2022,defender
194,91,Poland,66,73,Right,2022,38,16,60,57,28,44,24,29,54,53,81,91,61,65,57,40,58,70,85,25,66,64,22,35,38,64,63,69,65,9,13,12,14,9,24,4000000,winter,Serie A,2022,defender
175,75,Italy,63,77,Left,2018,63,29,58,56,33,61,57,58,50,59,64,67,51,59,71,33,57,67,58,29,62,58,54,45,54,44,62,66,66,9,8,12,7,7,19,3910000,summer,Super League,2017,defender
178,70,Spain,64,72,Left,2017,67,49,46,71,49,60,54,48,61,67,66,61,69,62,75,57,55,63,56,43,44,28,56,64,55,67,29,36,38,12,8,5,11,9,19,3900000,summer,Laliga,2015,attacker
194,84,Sweden,57,72,Right,2020,11,5,11,26,9,10,10,11,26,13,25,31,24,54,21,16,34,25,61,9,25,6,7,24,12,27,9,13,13,55,63,53,53,55,19,3900000,winter,Premier League,2017,goalkeeper
189,75,England,71,74,Left,2018,70,60,54,66,50,68,43,65,66,68,78,77,76,69,66,67,71,73,71,67,55,68,57,58,64,53,69,70,70,12,9,11,9,7,26,3900000,summer,Premier League,2017,defender
196,91,England,82,82,Right,2018,14,14,10,32,19,23,17,13,35,20,59,60,50,77,32,65,72,28,61,19,28,25,14,42,48,68,14,14,13,83,78,75,81,83,31,3900000,summer,Premier League,2018,goalkeeper
176,75,England,72,78,Left,2020,72,62,50,72,68,72,68,70,68,70,82,78,90,66,87,70,37,89,53,69,48,61,63,73,42,64,69,71,68,10,11,13,7,15,24,3900000,summer,Premier League,2019,midfielder
188,74,England,68,81,Left,2020,41,29,70,59,33,57,36,36,56,53,52,58,44,59,65,45,71,73,86,33,70,61,43,48,34,67,68,67,65,11,6,14,12,11,22,3900000,summer,Premier League,2019,defender
175,65,Poland,68,83,Right,2024,68,39,54,66,32,66,62,38,58,69,85,78,64,61,83,45,60,74,56,37,68,62,62,64,44,66,20,62,60,6,5,15,12,12,19,3900000,summer,Premier League,2020,defender
180,78,France,75,79,Right,2021,66,43,67,70,46,65,69,39,60,68,75,79,69,73,74,72,74,77,74,35,73,71,65,55,42,70,74,74,75,7,8,14,14,11,23,3900000,summer,Serie A,2021,defender
178,70,Denmark,66,81,Right,2023,46,39,52,70,31,60,51,40,67,66,65,64,71,60,80,52,64,67,66,38,63,63,44,45,39,63,68,68,64,10,12,10,12,5,20,3900000,winter,Serie A,2021,midfielder
187,81,Poland,70,71,Left,2022,69,56,62,66,48,73,51,45,60,70,79,78,63,68,52,60,83,67,67,54,58,65,70,68,62,65,64,68,65,8,12,13,10,10,27,3900000,summer,Serie A,2022,defender
185,70,Ecuador,57,70,Right,2025,40,23,48,61,27,26,22,28,55,55,57,54,55,55,55,35,65,62,58,18,57,58,40,47,39,45,61,56,55,13,15,5,12,12,18,3900000,summer,Jupiler Pro League,2022,defender
177,72,France,77,77,Right,2024,75,70,61,78,64,78,73,70,77,78,72,73,74,77,83,75,72,78,67,74,69,68,79,78,68,77,63,68,57,14,9,15,9,13,29,3900000,winter,Ligue 1,2022,midfielder
185,75,Bulgaria,66,79,Right,2022,28,32,64,57,41,37,32,42,50,53,58,66,58,66,63,43,85,71,80,34,70,62,40,52,46,57,60,67,64,7,12,12,8,14,21,3900000,summer,Serie A,2022,defender
185,75,Brazil,74,80,Right,2018,31,28,75,56,26,51,39,70,66,61,69,60,62,71,66,81,76,60,78,70,81,73,33,51,64,63,79,77,76,11,12,16,16,8,24,3870000,summer,Serie A,2015,defender
192,83,Hungary,63,76,Right,2019,63,26,72,57,24,22,18,19,61,34,55,68,44,59,44,28,73,58,70,33,68,64,37,37,46,46,48,65,59,10,14,9,10,12,22,3860000,winter,Super Lig,2020,defender
184,71,Senegal,69,75,Right,2017,58,70,64,59,63,71,36,42,36,67,67,76,65,62,54,74,73,61,78,66,49,36,64,56,70,45,27,42,37,9,16,9,8,11,23,3850000,summer,Jupiler Pro League,2017,attacker
178,69,England,69,84,Right,2022,69,41,50,67,31,73,51,35,55,70,83,77,74,63,72,49,60,67,55,40,67,65,70,60,34,66,29,72,65,15,10,11,7,6,20,3850000,summer,Premier League,2020,defender
175,74,England,69,79,Left,2021,59,41,66,67,41,68,38,38,64,73,77,81,67,68,68,62,71,66,65,36,60,67,59,62,50,63,62,67,69,12,11,8,13,9,23,3850000,summer,Premier League,2020,defender
185,78,Egypt,74,81,Right,2025,52,75,81,64,65,69,65,47,50,72,67,72,65,67,62,80,90,75,86,72,63,38,77,57,64,64,33,31,27,13,7,8,14,7,24,3850000,summer,Super Lig,2022,attacker
194,88,Germany,76,79,Right,2015,29,39,86,65,33,32,28,22,55,47,50,52,46,76,34,56,59,62,87,25,78,75,37,48,41,63,76,81,75,10,6,5,10,12,26,3800000,summer,Premier League,2015,defender
178,75,Germany,57,68,Left,2017,63,36,45,62,39,51,50,35,52,59,68,66,67,64,72,56,65,53,64,38,53,52,38,44,40,62,54,63,51,14,11,10,7,10,21,3800000,summer,1 Bundesliga,2015,defender
172,66,Czech Republic,77,81,Right,2018,68,70,40,80,68,78,77,67,77,79,76,68,81,78,87,69,77,91,47,74,63,72,74,77,64,69,69,70,67,15,13,15,13,13,24,3800000,summer,1 Bundesliga,2015,midfielder
180,74,Slovenia,66,75,Right,2020,61,67,60,55,61,70,59,51,52,65,75,69,71,54,70,69,66,63,71,59,35,11,68,59,70,67,16,11,18,9,12,7,8,7,21,3800000,winter,Super League,2015,attacker
186,80,Mali,74,78,Right,2018,36,75,79,59,73,69,41,37,30,67,77,79,74,70,54,85,67,77,88,59,75,19,72,56,68,66,23,25,30,14,7,13,11,11,24,3800000,winter,Liga Portugal,2015,attacker
184,74,Spain,69,76,Right,2017,57,56,47,75,44,66,43,58,66,73,57,62,65,59,64,72,55,74,58,65,61,57,62,72,62,47,48,63,54,13,12,13,12,9,23,3800000,summer,Laliga,2017,midfielder
191,91,Belgium,77,78,Right,2020,42,77,83,76,69,65,46,29,59,75,55,74,38,75,35,79,75,87,90,65,77,32,77,70,62,73,15,46,38,7,16,6,9,12,28,3800000,summer,Premier League,2017,attacker
174,65,Nigeria,69,73,Right,2019,52,70,59,60,61,73,52,42,57,74,90,93,87,55,78,67,71,64,46,62,61,24,73,51,65,51,32,38,33,8,11,11,13,12,24,3800000,summer,Premier League,2017,attacker
174,65,Argentina,74,79,Right,2021,66,65,63,67,60,82,68,71,63,77,88,86,87,75,85,65,55,87,46,64,59,40,61,69,67,71,28,45,47,7,6,7,11,8,24,3800000,summer,Serie A,2017,attacker
183,82,Nigeria,73,74,Right,2021,50,71,74,62,61,71,57,45,55,71,74,74,69,72,67,83,92,66,77,67,62,38,70,52,69,72,20,29,23,10,11,15,15,7,27,3800000,winter,1 Bundesliga,2017,attacker
189,82,Croatia,70,79,Left,2022,54,48,59,74,59,58,49,62,69,76,65,75,58,68,59,67,60,72,59,59,64,61,68,68,49,49,65,71,69,13,10,11,11,7,21,3800000,summer,Ligue 1,2018,midfielder
188,78,Slovakia,66,80,Left,2023,63,38,65,68,48,60,39,57,46,58,59,56,48,65,45,46,63,64,69,37,59,67,55,48,47,57,64,73,69,14,12,6,7,14,20,3800000,summer,Serie A,2018,defender
172,68,Colombia,64,79,Right,2021,28,21,69,66,33,40,32,20,35,48,78,80,76,62,68,31,75,68,73,30,50,62,20,36,34,55,55,65,65,10,8,11,15,10,20,3800000,summer,Jupiler Pro League,2019,defender
188,78,Spain,67,81,Left,2021,51,52,64,78,40,65,49,47,71,66,49,56,38,63,27,57,42,42,47,58,72,73,57,64,56,69,52,75,65,9,12,9,13,14,20,3750000,summer,1 Bundesliga,2016,midfielder
189,79,Czech Republic,72,75,Left,2021,72,67,59,68,62,70,70,55,66,72,80,82,69,63,60,77,54,76,69,73,57,56,71,73,52,64,50,53,48,5,15,13,14,11,26,3750000,summer,Serie A,2019,midfielder
197,92,Uruguay,71,72,Left,2023,43,71,80,75,65,71,65,70,75,74,53,47,52,70,35,68,51,73,83,64,72,46,73,71,62,72,30,38,33,9,8,7,7,8,26,3750000,summer,Jupiler Pro League,2019,attacker
179,73,Portugal,72,77,Left,2022,73,64,57,67,68,76,77,72,62,74,82,75,77,76,72,81,56,35,63,71,67,41,70,65,71,64,69,22,26,14,7,8,9,15,25,3750000,summer,Liga Portugal,2020,defender
178,67,Sweden,57,70,Right,2019,43,49,38,61,38,66,43,34,53,65,78,69,77,50,71,49,58,54,44,41,47,39,48,54,39,49,52,42,42,8,7,10,5,5,21,3750000,summer,Premier Liga,2020,attacker
188,77,England,78,78,Right,2023,65,49,84,66,29,48,45,24,62,63,48,53,56,76,50,57,84,72,80,30,79,80,56,51,66,69,79,78,79,7,8,7,7,5,32,3750000,winter,Premier League,2022,defender
187,83,Italy,75,78,Right,2016,77,45,68,75,56,78,73,42,71,74,75,81,68,73,49,73,74,85,75,67,75,76,62,65,56,62,72,75,74,14,9,14,13,7,24,3700000,summer,Serie A,2015,defender
171,71,Mexico,71,74,Right,2014,68,67,58,68,76,75,69,71,65,72,83,76,92,64,82,76,73,74,63,75,54,29,64,67,76,69,25,39,38,13,10,7,14,12,26,3700000,winter,1 Bundesliga,2015,midfielder
184,70,Portugal,75,77,Right,2019,74,38,67,66,44,67,56,55,61,68,79,85,71,74,63,61,67,77,69,49,69,71,62,59,58,64,73,76,78,10,11,14,12,16,26,3700000,winter,Premier League,2015,defender
179,68,Italy,56,78,Left,2021,46,39,33,59,31,59,55,44,54,63,67,69,67,50,48,50,47,53,27,51,32,47,58,55,41,54,15,43,14,10,16,16,7,11,19,3700000,summer,Serie A,2017,attacker
187,76,Poland,64,70,Left,2018,52,49,47,55,43,69,44,41,52,62,79,73,54,51,42,55,74,69,80,48,53,44,67,73,63,58,35,38,34,8,12,13,10,10,23,3700000,summer,Serie A,2018,defender
184,73,Sweden,51,74,Left,2020,32,50,52,42,35,41,37,30,33,44,65,57,60,48,61,47,68,61,64,45,32,14,52,48,58,43,18,13,16,6,10,6,12,8,17,3700000,summer,Jupiler Pro League,2019,attacker
181,77,Cameroon,72,78,Right,2022,57,67,73,76,60,76,71,39,76,74,79,79,81,62,74,78,81,84,78,73,63,70,63,70,55,80,64,66,58,14,9,5,8,13,24,3700000,summer,Serie A,2022,midfielder
187,86,Germany,71,79,Right,2024,64,45,64,66,33,69,56,30,54,67,83,90,67,66,65,52,56,76,87,38,70,65,59,57,36,56,65,68,62,12,13,14,10,8,21,3700000,summer,1 Bundesliga,2022,defender
190,82,Turkey,66,68,Right,2024,27,34,72,58,29,42,34,26,50,49,56,55,51,51,47,44,69,61,71,28,70,64,35,30,46,52,63,70,67,12,8,6,7,7,28,3700000,winter,Super Lig,2022,defender
191,84,Denmark,82,82,Right,2021,50,55,81,76,37,46,52,69,69,70,64,65,48,75,53,78,74,70,81,41,82,82,31,49,61,69,56,82,79,6,10,13,10,15,31,3680000,summer,Serie A,2020,defender
179,70,Colombia,70,79,Right,2022,73,39,56,66,35,66,42,33,60,64,79,83,75,60,68,63,78,82,70,40,67,63,65,56,35,60,65,67,70,7,15,12,12,11,21,3650000,summer,Eredivisie,2017,defender
188,86,United States,64,79,Right,2022,53,46,45,66,41,64,50,42,70,67,65,70,64,60,72,53,58,72,76,43,39,55,66,69,41,63,21,39,47,9,6,10,10,6,19,3640000,summer,Serie A,2021,midfielder
183,80,Switzerland,72,76,Right,2017,73,68,73,72,75,66,68,65,74,70,74,73,72,60,71,80,71,91,73,77,60,67,74,78,61,68,65,68,66,11,14,7,10,13,26,3600000,summer,1 Bundesliga,2015,midfielder
176,70,Australia,65,75,Left,2020,70,42,35,62,23,55,63,27,60,56,81,83,75,62,75,40,64,79,62,49,70,62,59,50,40,40,53,60,58,14,12,15,13,8,22,3600000,summer,Premier League,2016,defender
187,75,Italy,73,78,Right,2020,15,17,58,58,14,42,13,19,45,56,63,66,59,70,59,15,81,68,88,12,65,72,13,13,13,63,75,75,74,8,13,11,10,9,26,3600000,summer,Serie A,2018,defender
180,82,Argentina,68,76,Right,2019,38,74,68,55,60,64,40,34,34,65,67,66,68,53,54,69,68,63,74,51,31,17,72,50,52,53,28,17,19,13,9,13,7,13,21,3600000,summer,Serie A,2018,attacker
183,70,Italy,70,75,Right,2019,58,12,70,58,49,60,50,30,56,65,69,73,67,70,67,59,70,72,72,48,74,72,32,32,27,68,72,73,72,9,11,12,12,6,25,3600000,summer,Serie A,2019,defender
185,75,Denmark,69,80,Right,2021,49,33,67,67,36,56,41,35,64,64,64,66,58,63,68,52,68,75,79,41,65,67,38,62,37,58,69,68,66,10,6,12,7,14,20,3600000,summer,Superliga,2019,defender
169,69,Argentina,70,84,Right,2023,61,60,47,67,55,77,49,43,57,73,89,85,85,63,87,68,67,71,51,55,49,29,64,67,51,71,59,41,45,11,9,7,13,11,21,3600000,winter,Super League,2021,attacker
190,75,Senegal,62,77,Left,2026,57,62,45,60,51,72,56,47,50,70,69,72,68,45,51,79,55,65,58,48,33,21,54,50,66,55,27,34,28,6,6,11,12,11,20,3600000,winter,Serie A,2021,attacker
189,71,Scotland,67,79,Left,2026,63,51,63,59,58,63,63,37,57,60,72,77,73,56,71,71,66,80,70,56,67,62,52,58,37,55,62,68,66,15,6,8,10,11,20,3600000,summer,Serie A,2022,defender
183,76,Turkey,66,76,Left,2025,66,30,55,61,29,68,57,47,54,62,73,76,70,64,68,54,67,71,70,40,65,60,57,49,43,60,64,62,63,9,7,10,6,11,21,3600000,summer,Super Lig,2022,defender
190,83,Germany,81,81,Right,2023,9,9,13,50,10,16,9,8,48,35,55,56,52,77,44,56,73,43,70,14,28,25,7,56,23,62,27,15,18,82,78,75,80,83,30,3600000,summer,Premier League,2022,goalkeeper
188,80,Denmark,68,76,Left,2022,47,69,64,63,61,69,59,38,42,68,67,68,64,65,64,69,60,74,78,63,39,22,67,61,59,65,45,31,22,8,13,13,8,11,23,3590000,summer,Eredivisie,2022,attacker
198,87,England,69,73,Left,2019,43,25,70,59,22,47,48,46,60,52,34,36,31,57,26,53,59,70,89,29,69,68,37,49,48,62,70,68,67,15,13,7,8,10,26,3550000,summer,Premier League,2018,defender
192,84,Germany,79,82,Right,2017,25,25,25,32,25,25,25,25,32,25,44,47,37,78,39,23,66,31,64,25,24,25,25,25,21,47,25,25,25,81,77,70,77,84,26,3500000,summer,1 Bundesliga,2015,goalkeeper
185,78,Switzerland,79,79,Right,2017,70,55,68,78,70,76,70,68,78,78,77,73,76,78,68,75,70,87,77,74,89,82,70,74,72,68,70,83,86,11,10,6,14,10,30,3500000,summer,Premier League,2015,midfielder
184,80,Mexico,78,83,Left,2016,49,32,78,71,54,48,47,27,67,66,69,68,68,66,62,62,86,75,82,38,77,79,34,58,62,63,77,80,83,11,14,13,8,9,27,3500000,summer,Eredivisie,2015,defender
178,77,Morocco,77,79,Right,2015,78,69,50,75,54,83,74,67,70,77,89,87,90,70,75,75,58,78,75,73,66,33,72,63,66,65,28,40,28,10,13,6,5,12,28,3500000,summer,Laliga,2015,attacker
182,78,Argentina,72,77,Right,2017,67,65,63,69,59,76,71,65,65,75,78,81,76,67,72,77,66,74,68,69,65,39,69,63,67,69,33,41,39,5,6,8,14,4,26,3500000,summer,Serie A,2015,midfielder
177,69,England,72,76,Right,2016,71,69,47,64,64,82,68,74,48,76,89,88,89,61,79,72,62,82,56,54,44,44,74,65,82,67,25,29,27,12,10,9,12,14,26,3500000,summer,Premier League,2015,attacker
192,81,Australia,71,77,Right,2016,25,25,25,35,25,25,25,25,25,28,48,51,46,73,29,39,65,33,64,25,25,25,25,25,35,47,25,25,25,74,67,72,68,76,26,3500000,summer,1 Bundesliga,2015,goalkeeper
174,68,Paraguay,69,72,Right,2020,71,44,53,62,39,72,64,44,55,68,78,75,78,73,80,63,60,71,56,50,74,70,50,50,54,64,65,71,73,10,13,10,13,14,26,3500000,summer,Serie A,2015,defender
181,78,France,65,84,Right,2017,56,55,64,64,48,80,52,43,52,73,76,78,77,54,73,75,65,52,78,39,36,25,64,59,66,69,28,30,22,6,9,10,7,7,20,3500000,summer,Ligue 1,2015,midfielder
188,70,Senegal,65,80,Right,2016,68,34,65,68,49,65,67,54,58,67,74,79,73,62,70,64,55,69,68,55,64,64,61,42,48,64,60,64,63,14,6,5,9,8,20,3500000,summer,Serie A,2015,defender
179,78,France,75,78,Right,2018,75,66,52,74,59,76,75,76,63,77,82,79,77,73,83,73,65,84,73,67,73,64,74,70,62,64,60,66,65,14,6,6,9,7,25,3500000,summer,1 Bundesliga,2015,midfielder
186,69,Netherlands,72,75,Right,2017,62,59,67,78,64,68,78,72,77,76,55,64,76,69,67,71,59,69,60,73,48,69,68,74,60,68,64,65,61,6,14,8,13,15,25,3500000,summer,Eredivisie,2015,midfielder
175,75,Germany,71,74,Right,2015,66,32,55,68,37,67,58,49,58,68,77,76,82,73,86,81,63,71,65,63,70,74,45,51,48,64,73,75,76,10,9,6,7,12,25,3500000,summer,1 Bundesliga,2015,defender
187,83,Switzerland,74,82,Right,2018,25,25,25,37,25,25,25,25,31,27,46,60,66,64,50,39,67,26,66,25,42,25,25,20,26,47,25,25,25,80,68,66,69,82,24,3500000,summer,1 Bundesliga,2015,goalkeeper
177,69,Brazil,74,74,Right,2016,78,53,63,75,57,74,68,55,72,76,83,86,76,74,72,72,70,83,69,67,71,70,72,67,60,64,69,72,75,9,11,11,8,12,29,3500000,summer,Laliga,2015,defender
184,76,Italy,60,72,Right,2018,47,28,46,61,34,57,43,45,60,63,64,63,59,63,68,48,58,59,53,53,58,66,58,62,44,68,44,58,53,12,7,8,8,10,20,3500000,winter,Serie A,2015,midfielder
189,80,Russia,60,66,Right,2021,16,14,17,23,21,15,18,17,21,17,46,48,36,56,50,24,60,27,67,13,26,18,11,24,15,47,15,20,12,65,57,60,60,61,25,3500000,winter,Premier Liga,2016,goalkeeper
185,83,Peru,77,79,Right,2020,51,41,76,73,36,61,36,33,68,69,65,68,65,76,59,67,82,73,78,54,91,70,44,45,44,63,78,80,78,14,12,13,12,14,26,3500000,summer,Premier Liga,2016,defender
188,80,Italy,79,79,Left,2016,34,25,76,59,27,43,33,17,63,58,67,69,58,75,54,65,84,69,82,36,80,83,29,29,27,63,84,83,82,4,4,4,4,4,29,3500000,summer,Serie A,2016,defender
181,78,France,70,80,Right,2020,62,58,61,71,54,76,60,55,65,76,74,76,78,63,70,76,65,52,78,51,55,49,66,71,66,69,39,49,44,7,10,11,8,8,21,3500000,winter,Ligue 1,2016,midfielder
170,64,Chile,75,79,Left,2017,78,66,51,79,71,77,79,72,77,80,71,69,77,77,83,74,52,75,48,69,70,69,72,73,70,69,55,65,46,11,6,8,13,14,25,3500000,summer,Laliga,2016,midfielder
175,70,Austria,71,78,Right,2017,68,64,52,64,55,71,62,58,63,74,85,87,92,67,82,64,71,72,57,65,37,24,63,70,58,67,32,31,25,11,7,10,15,13,23,3500000,summer,1 Bundesliga,2016,attacker
186,84,Italy,77,80,Right,2016,78,40,79,69,60,71,64,62,66,73,79,84,72,75,58,74,78,85,79,75,75,75,66,49,52,64,73,77,77,15,11,10,14,14,28,3500000,summer,Serie A,2016,defender
175,72,Italy,78,78,Right,2018,77,58,48,86,70,75,79,79,84,82,69,65,77,79,78,73,52,75,59,76,77,70,54,83,73,68,52,65,57,11,9,7,12,11,30,3500000,summer,Serie A,2016,midfielder
185,68,DR Congo,71,75,Right,2016,70,55,70,70,54,70,70,37,70,71,73,69,65,75,65,67,70,79,69,59,77,70,68,70,56,63,73,72,66,13,15,8,13,14,23,3500000,summer,1 Bundesliga,2016,defender
190,86,Denmark,75,79,Right,2017,70,76,70,70,71,77,72,64,65,80,79,79,66,70,60,79,69,85,77,77,61,31,72,69,63,66,33,36,24,6,8,14,9,7,25,3500000,summer,Eredivisie,2016,attacker
173,73,Nigeria,75,81,Right,2018,67,49,52,76,59,73,71,60,76,77,83,78,89,71,91,74,55,84,68,77,75,76,69,73,60,68,64,77,77,13,9,13,14,7,23,3500000,summer,Super Lig,2016,midfielder
179,78,Slovakia,74,78,Right,2017,71,72,58,69,69,79,70,59,64,76,84,83,79,70,74,74,73,70,51,65,44,35,71,66,65,67,27,30,26,10,6,8,13,9,25,3500000,summer,Premier Liga,2016,attacker
180,75,Netherlands,69,74,Right,2018,65,52,66,67,38,64,45,45,70,63,72,66,68,60,67,61,74,52,67,63,81,79,49,59,56,63,68,67,66,9,12,12,11,11,23,3500000,summer,Serie A,2016,defender
178,72,Japan,70,76,Right,2017,58,61,51,70,51,70,50,46,63,72,82,83,77,66,77,69,56,60,42,66,41,27,75,70,51,69,38,49,51,9,11,14,11,12,23,3500000,winter,Jupiler Pro League,2016,midfielder
189,81,Brazil,71,81,Right,2021,48,55,65,76,59,68,45,72,68,73,63,59,51,68,60,82,61,53,78,73,71,72,60,64,65,56,62,73,66,9,13,14,14,16,20,3500000,summer,Liga Portugal,2016,midfielder
181,84,Colombia,75,79,Left,2020,50,36,71,61,35,65,35,42,60,69,67,74,60,73,51,55,70,74,84,34,82,73,45,43,43,64,74,75,69,9,14,11,12,10,23,3500000,summer,Super League,2016,midfielder
185,78,Nigeria,65,83,Right,2020,41,67,64,54,63,62,59,39,29,60,74,76,68,58,68,65,75,59,66,55,43,19,61,49,65,55,17,23,20,14,14,10,9,6,18,3500000,winter,1 Bundesliga,2016,attacker
177,66,France,67,77,Right,2019,60,59,50,72,50,65,57,69,68,72,71,64,61,60,65,60,71,62,58,58,60,63,67,65,51,57,52,54,51,14,7,15,11,15,23,3500000,summer,Ligue 1,2017,midfielder
