height_cm,weight_kg,nationality,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,position_group,age,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
190,83,Mali,59,70,Left,1,2,2,2021,attacker,22,4000000,winter,Ligue 1,2021,31,59,56,48,53,55,46,28,28,55,72,69,66,54,66,59,73,66,72,52,60,10,60,47,44,49,47,26,15,7,10,6,8,7
185,80,Denmark,57,72,Right,1,3,3,2021,attacker,21,6000000,summer,Superliga,2021,29,59,54,43,49,59,44,43,30,57,75,70,68,50,72,54,65,57,60,53,31,16,57,49,58,49,53,26,19,9,10,11,15,12
183,73,Germany,56,71,Left,1,3,3,2021,midfielder,21,4000000,summer,Ger Bundesliga,2021,39,43,52,64,41,62,43,39,58,64,67,67,67,51,66,44,66,55,61,39,51,47,44,53,42,49,51,43,47,12,5,12,6,6
171,68,Poland,53,70,Right,1,2,2,2021,midfielder,19,1500000,summer,Pko Bp Ekstraklasa,2021,49,42,38,56,42,58,47,42,51,54,67,71,62,46,82,49,51,49,38,33,32,26,46,52,48,51,50,33,31,15,7,6,14,8
171,68,Poland,53,70,Right,1,2,2,2021,midfielder,19,1500000,winter,Pko Bp Ekstraklasa,2021,49,42,38,56,42,58,47,42,51,54,67,71,62,46,82,49,51,49,38,33,32,26,46,52,48,51,50,33,31,15,7,6,14,8
180,73,Turkey,52,72,Right,1,2,1,2021,goalkeeper,18,3500000,summer,Ligue 1,2021,14,7,12,16,8,13,10,10,24,16,27,22,33,48,42,41,56,26,32,5,16,6,8,24,10,29,25,11,14,50,56,54,47,50
173,65,England,52,70,Right,1,4,2,2021,defender,20,1000000,summer,Jupiler Pro League,2021,42,35,39,47,22,46,36,29,44,46,65,68,80,47,74,26,61,56,58,28,49,50,49,42,44,45,48,50,47,14,14,15,10,5
187,75,Denmark,51,66,Left,1,2,2,2021,midfielder,21,1130000,summer,Serie A,2021,50,45,34,43,50,53,52,31,34,52,69,65,64,32,67,56,54,44,56,45,38,22,48,58,48,44,32,23,24,11,12,14,5,12
172,66,France,79,85,Right,2,4,4,2020,midfielder,25,5000000,summer,Ligue 1,2015,76,78,57,77,71,85,74,80,71,81,87,82,89,74,84,75,42,74,54,73,46,65,76,81,72,68,67,68,59,11,15,11,12,6
191,83,Argentina,73,76,Right,1,2,2,2020,defender,26,2850000,summer,Premier League,2015,61,31,77,62,24,64,32,49,65,65,71,73,53,77,55,42,41,65,81,37,64,75,28,34,48,62,76,76,75,5,6,5,12,7
181,72,Italy,68,80,Right,1,2,3,2020,attacker,21,8400000,summer,Serie A,2015,32,68,73,63,58,66,65,54,37,68,72,74,63,61,62,71,72,63,74,70,54,25,67,54,55,65,25,24,25,12,6,11,13,6
182,70,Italy,68,74,Right,1,2,2,2020,midfielder,23,4300000,summer,Serie A,2015,68,59,61,69,63,66,65,48,67,68,70,73,68,69,68,65,67,75,62,67,74,66,65,61,50,65,65,68,66,10,8,7,5,10
188,78,Italy,67,81,Right,1,3,2,2020,defender,20,2000000,summer,Serie A,2015,37,35,67,49,29,39,45,29,55,48,54,60,55,54,35,49,69,65,73,40,69,71,29,32,33,62,71,73,67,4,9,4,4,4
188,77,Italy,66,72,Left,1,2,2,2020,defender,22,1000000,winter,Ger Bundesliga,2015,39,30,65,49,36,39,29,33,49,49,44,55,45,67,34,45,60,55,69,30,75,63,31,34,39,62,69,71,69,6,10,11,12,7
188,87,England,64,73,Left,1,3,2,2020,defender,22,1000000,summer,Premier League,2015,64,23,63,71,33,46,64,64,63,61,67,76,47,65,38,55,64,64,73,57,71,63,32,37,44,61,59,64,61,14,10,14,7,13
188,87,England,64,73,Left,1,3,2,2020,defender,21,1000000,summer,Scottish Premiership,2015,64,23,63,71,33,46,64,64,63,61,67,76,47,65,38,55,64,64,73,57,71,63,32,37,44,61,59,64,61,14,10,14,7,13
179,70,Italy,64,73,Right,1,3,2,2020,defender,23,1200000,winter,Serie A,2015,58,34,57,54,36,49,45,39,48,54,75,75,65,64,75,34,65,75,65,49,64,64,49,44,41,62,60,68,68,9,8,9,6,10
174,72,France,62,76,Left,1,3,3,2020,midfielder,20,1000000,winter,Ligue 1,2015,57,53,44,69,47,59,55,49,62,65,66,69,78,61,75,61,60,72,60,52,61,58,47,67,53,67,58,62,59,13,6,11,7,15
183,81,Cameroon,60,67,Right,1,3,2,2020,midfielder,22,2000000,summer,Ligue 1,2015,38,25,56,57,28,26,33,31,49,55,82,83,45,65,57,46,72,56,73,31,62,66,26,44,42,67,64,68,64,5,6,10,13,13
191,84,United States,60,67,Right,1,2,2,2020,defender,20,4600000,winter,Premier League,2015,26,25,54,65,27,39,28,20,43,40,65,66,60,57,45,34,63,54,73,35,59,64,26,31,32,62,60,62,60,9,6,13,6,14
186,80,Gambia,59,68,Right,1,2,2,2020,attacker,21,2500000,summer,Serie A,2015,47,59,64,62,42,56,38,38,57,59,80,77,66,53,54,66,62,54,79,57,55,25,64,43,57,65,25,25,25,6,12,5,10,5
186,80,Gambia,59,68,Right,1,2,2,2020,attacker,21,2500000,winter,Serie A,2015,47,59,64,62,42,56,38,38,57,59,80,77,66,53,54,66,62,54,79,57,55,25,64,43,57,65,25,25,25,6,12,5,10,5
182,75,France,59,65,Right,1,3,2,2020,midfielder,21,6000000,summer,Ligue 1,2015,50,51,62,68,42,66,49,53,63,61,65,69,70,58,72,62,70,55,63,41,64,55,39,61,56,68,45,54,50,13,8,14,8,12
164,60,Austria,56,75,Right,1,3,2,2020,midfielder,18,1800000,summer,Austria Bundesliga,2015,52,49,32,59,46,71,49,46,50,73,72,71,83,58,89,56,59,58,33,56,59,48,47,53,46,67,39,41,47,7,14,12,10,15
173,72,England,56,70,Right,1,3,2,2020,midfielder,21,1000000,winter,Premier League,2015,55,40,48,64,38,55,55,51,62,63,71,66,55,48,69,57,55,47,64,38,45,25,49,62,52,68,43,46,54,10,14,15,9,7
190,82,Italy,55,75,Right,1,2,2,2020,attacker,19,2000000,summer,Serie A,2015,25,65,59,44,31,54,39,25,29,59,55,55,51,50,47,46,60,56,70,36,39,25,61,45,59,65,25,25,25,5,12,7,9,13
175,77,France,81,81,Right,3,4,4,2020,midfielder,29,29300000,winter,Ligue 1,2016,83,73,59,82,79,83,81,79,84,81,79,75,78,76,76,77,48,71,74,83,54,44,77,83,76,68,29,51,48,11,15,9,14,12
175,74,Netherlands,80,84,Right,3,2,3,2020,midfielder,25,27500000,summer,Premier League,2016,65,76,72,79,73,86,76,71,66,84,79,85,82,82,80,77,82,86,64,69,61,65,78,76,74,67,52,55,42,16,6,14,12,6
189,80,Argentina,79,86,Right,1,3,1,2020,goalkeeper,24,10000000,summer,Laliga,2016,12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,48,16,13,17,82,77,70,78,83
189,80,Argentina,79,86,Right,1,3,1,2020,goalkeeper,24,7000000,winter,Laliga,2016,12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,48,16,13,17,82,77,70,78,83
189,80,Argentina,79,86,Right,1,3,1,2020,goalkeeper,24,4700000,summer,Premier League,2016,12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,48,16,13,17,82,77,70,78,83
189,80,Argentina,79,86,Right,1,3,1,2020,goalkeeper,24,10000000,winter,Premier League,2016,12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,48,16,13,17,82,77,70,78,83
184,89,Greece,79,84,Right,2,3,2,2020,defender,24,1000000,summer,Ger Bundesliga,2016,55,23,87,57,45,42,42,54,52,56,63,66,51,73,61,83,91,63,90,59,92,67,35,44,46,62,79,81,84,11,10,12,9,10
178,81,Morocco,79,81,Right,2,4,5,2020,midfielder,27,1000000,winter,Serie A,2016,79,71,36,81,77,86,80,73,71,84,78,71,84,75,78,73,45,55,68,77,59,39,75,77,77,67,29,30,30,4,6,4,4,6
179,70,Ghana,78,85,Left,1,3,3,2020,defender,22,1200000,summer,Ger Bundesliga,2016,80,48,67,73,41,76,67,23,67,77,85,86,78,74,74,59,74,79,71,47,73,72,56,55,42,61,73,81,81,12,11,6,11,10
186,81,Italy,78,83,Left,1,3,3,2020,attacker,25,2000000,winter,Laliga,2016,50,80,80,65,76,76,76,56,45,79,75,79,75,74,65,83,91,69,79,75,60,25,81,66,76,65,15,25,25,7,13,9,7,9
186,81,Italy,78,83,Left,1,3,3,2020,attacker,25,5000000,summer,Premier League,2016,50,80,80,65,76,76,76,56,45,79,75,79,75,74,65,83,91,69,79,75,60,25,81,66,76,65,15,25,25,7,13,9,7,9
188,79,Algeria,78,80,Right,2,3,2,2020,attacker,28,31000000,summer,Premier League,2016,46,76,90,69,79,68,65,47,49,71,69,75,65,79,57,83,87,88,85,66,84,45,86,70,73,65,25,37,19,10,9,6,15,11
185,80,Netherlands,77,81,Right,2,3,3,2020,defender,27,8900000,summer,Premier League,2016,73,55,70,70,67,74,64,56,68,76,74,75,72,79,66,76,71,92,75,64,84,74,73,72,62,62,78,79,78,15,10,7,11,7
180,82,France,77,81,Right,1,3,2,2020,midfielder,26,8000000,summer,Ger Bundesliga,2016,45,59,65,77,40,67,47,59,74,76,66,64,79,75,64,65,71,83,73,63,81,77,70,73,50,67,77,78,73,8,13,11,15,15
176,66,France,76,82,Right,1,3,3,2020,midfielder,23,16000000,summer,Ligue 1,2016,73,71,53,79,70,75,69,73,76,77,72,65,69,75,69,77,57,80,71,74,65,70,68,75,77,67,63,74,63,9,10,11,8,9
179,70,France,76,82,Left,1,3,4,2020,attacker,23,3500000,summer,Ligue 1,2016,72,70,66,75,64,84,74,54,75,77,84,78,82,75,70,76,59,64,62,74,56,28,74,76,57,62,29,29,31,8,11,14,10,9
182,81,Ghana,76,80,Right,2,3,3,2020,attacker,25,5800000,winter,Premier League,2016,70,77,77,76,74,77,77,71,60,76,77,77,81,77,72,76,70,71,74,75,75,33,74,68,74,65,23,22,25,6,8,7,16,8
184,75,Netherlands,75,88,Right,1,3,3,2020,midfielder,20,12000000,winter,Ger Bundesliga,2016,74,57,63,79,63,77,68,41,76,81,77,76,75,77,68,74,81,74,75,62,75,64,68,73,46,67,62,73,66,6,11,12,14,10
187,68,Algeria,75,83,Left,1,3,2,2020,midfielder,21,7000000,summer,Ger Bundesliga,2016,62,58,48,80,63,76,67,56,75,77,70,57,75,67,68,74,54,78,71,72,76,77,68,76,58,67,69,69,58,9,10,16,9,15
175,68,England,75,80,Right,1,3,3,2020,midfielder,25,15400000,summer,Premier League,2016,70,64,55,81,64,71,70,66,77,74,68,71,74,72,77,72,48,82,58,71,75,68,74,76,69,67,69,72,67,7,10,10,16,14
170,67,England,75,78,Right,1,3,2,2020,midfielder,26,5800000,winter,Premier League,2016,81,47,44,83,48,59,69,75,80,79,70,65,71,80,79,60,63,79,63,57,49,71,55,82,55,67,63,67,64,10,13,13,7,8
165,65,Scotland,73,86,Left,1,5,3,2020,midfielder,20,7000000,summer,Liga Portugal,2016,70,64,46,75,67,79,71,67,71,75,89,83,90,67,91,65,53,68,34,56,48,26,65,74,58,68,30,26,28,6,14,13,13,15
193,86,Benin,73,75,Right,1,3,2,2020,attacker,28,7100000,winter,Premier League,2016,37,76,84,61,67,65,50,60,50,70,68,76,60,64,50,76,81,74,84,68,66,36,74,42,66,65,16,39,23,6,13,14,8,7
191,74,England,73,74,Right,2,2,2,2020,defender,27,11700000,summer,Premier League,2016,42,29,77,59,28,44,33,31,59,58,62,59,46,73,50,40,71,75,75,29,67,71,45,50,43,62,77,77,78,11,8,6,9,14
175,81,England,71,81,Right,1,4,3,2020,attacker,20,18000000,summer,Premier League,2016,66,65,35,65,50,77,65,24,56,74,86,86,74,64,80,68,60,69,71,65,34,46,67,54,57,62,45,55,53,13,15,7,13,13
181,78,France,70,80,Right,1,4,4,2020,midfielder,21,3500000,winter,Ligue 1,2016,62,58,61,71,54,76,60,55,65,76,74,76,78,63,70,76,65,52,78,51,55,49,66,71,66,68,39,49,44,7,10,11,8,8
175,66,Norway,69,82,Left,1,4,4,2020,midfielder,18,90000000,winter,Eredivisie,2016,52,55,36,71,48,82,58,54,59,76,79,67,82,52,78,38,52,43,39,52,32,48,61,70,59,68,18,31,48,14,15,15,8,10
187,85,Belgium,69,78,Right,1,3,1,2020,goalkeeper,22,1500000,winter,Laliga,2016,11,14,11,48,14,18,11,19,46,35,53,48,45,60,49,40,65,37,73,12,28,12,11,41,30,48,20,11,18,75,68,65,66,73
180,75,Netherlands,69,78,Left,1,3,2,2020,defender,21,42000000,summer,Premier League,2016,57,41,59,75,52,63,63,59,69,69,77,75,66,73,63,63,71,64,67,56,64,69,42,50,48,62,67,74,71,10,7,7,16,10
180,75,Netherlands,69,78,Left,1,3,2,2020,defender,21,42000000,winter,Premier League,2016,57,41,59,75,52,63,63,59,69,69,77,75,66,73,63,63,71,64,67,56,64,69,42,50,48,62,67,74,71,10,7,7,16,10
183,77,Argentina,69,77,Right,1,2,3,2020,attacker,23,4400000,summer,Liga Portugal,2016,67,61,64,67,50,74,72,46,67,71,76,77,75,67,74,68,57,70,71,63,61,53,63,63,57,65,25,28,28,12,7,15,9,10
191,84,United States,68,79,Right,1,2,2,2020,defender,21,1800000,summer,Eredivisie,2016,27,16,68,64,28,51,29,21,55,59,68,64,63,62,44,35,78,68,77,36,70,65,27,32,33,62,68,73,63,10,7,14,7,15
194,91,Italy,67,79,Right,1,2,2,2020,attacker,20,2000000,winter,Serie A,2016,26,72,72,45,65,65,61,26,33,69,55,65,55,56,55,73,69,69,83,59,38,13,65,46,60,65,11,17,11,6,13,8,10,14
194,91,Italy,67,79,Right,1,2,2,2020,attacker,20,2000000,summer,Serie A,2016,26,72,72,45,65,65,61,26,33,69,55,65,55,56,55,73,69,69,83,59,38,13,65,46,60,65,11,17,11,6,13,8,10,14
191,88,Wales,58,66,Right,1,3,1,2020,goalkeeper,23,5000000,summer,Premier League,2016,13,11,13,30,13,19,15,14,26,23,44,42,32,61,60,25,55,45,62,16,25,22,19,14,20,48,19,20,18,61,56,59,53,62
167,58,England,65,81,Left,1,2,3,2020,attacker,20,3200000,summer,Premier League,2016,57,55,46,66,52,76,56,49,60,67,80,68,91,62,90,58,49,51,26,54,38,21,58,67,62,62,22,18,19,12,7,8,7,12
172,68,Italy,62,73,Right,1,3,2,2020,midfielder,19,75000000,summer,Serie A,2016,58,38,40,72,51,68,68,62,70,72,75,75,75,52,82,62,59,70,54,56,60,45,45,55,56,67,44,50,50,11,5,13,14,11
180,75,Guinea,57,72,Right,1,2,2,2020,midfielder,19,14500000,summer,Serie A,2016,45,42,60,65,47,59,42,42,63,49,62,60,56,63,65,61,58,63,55,44,62,51,62,51,51,67,42,63,63,11,14,5,11,11
181,72,England,52,70,Right,1,3,2,2020,defender,19,5000000,winter,Premier League,2016,22,25,53,30,26,23,28,22,22,29,60,64,36,47,65,40,71,61,56,25,42,51,27,26,36,62,49,63,52,10,8,12,14,7
190,86,Italy,87,87,Right,3,3,2,2020,defender,30,42000000,summer,Serie A,2017,44,37,84,75,55,68,56,61,83,75,64,74,60,84,54,74,85,73,85,65,82,90,38,74,70,82,84,88,88,2,2,3,2,4
187,80,Gabon,86,87,Right,3,4,3,2020,attacker,28,63750000,winter,Premier League,2017,77,88,78,77,84,81,78,74,64,81,95,96,80,86,66,79,76,79,77,78,45,48,87,77,84,79,28,25,36,6,9,15,9,9
177,75,Armenia,85,85,Right,3,5,4,2020,midfielder,29,34000000,winter,Premier League,2017,80,73,53,85,81,86,83,64,73,89,84,82,88,83,83,87,72,85,63,75,69,68,83,85,72,67,49,53,55,5,11,14,5,7
189,85,France,84,88,Left,2,2,2,2020,defender,23,65000000,winter,Premier League,2017,58,45,85,73,40,55,62,77,78,71,58,71,49,82,55,70,77,73,84,47,72,85,54,52,35,68,86,88,85,10,11,5,14,5
187,82,Germany,84,84,Right,3,3,2,2020,defender,29,3500000,summer,Serie A,2017,58,48,83,74,38,60,38,52,64,70,63,67,65,82,61,62,82,69,81,31,79,85,51,57,56,82,85,84,84,14,6,9,10,7
187,83,France,82,83,Left,3,2,2,2020,defender,27,28200000,summer,Premier League,2017,60,23,71,75,20,50,50,30,66,61,55,68,61,72,55,51,82,72,90,38,85,82,32,49,40,73,79,84,83,14,12,9,7,8
192,83,Austria,82,82,Right,3,4,4,2020,attacker,28,22300000,summer,Premier League,2017,83,75,72,79,79,84,79,74,68,85,78,78,76,73,57,76,68,79,85,71,73,46,79,80,78,77,47,57,30,14,15,10,10,15
187,73,Germany,81,82,Right,2,2,1,2020,goalkeeper,28,4000000,summer,Ger Bundesliga,2017,15,10,13,25,12,12,11,10,22,22,46,50,43,80,41,21,69,32,55,14,32,21,15,39,24,61,11,12,13,78,82,66,81,82
173,73,Russia,81,82,Right,2,4,4,2020,midfielder,27,2000000,winter,Premier Liga,2017,74,75,55,80,69,82,77,70,72,82,85,90,83,77,78,75,59,73,66,74,70,66,78,81,60,76,38,45,42,13,9,10,12,14
188,85,Greece,81,81,Left,3,5,3,2020,attacker,29,15000000,summer,Ligue 1,2017,60,80,85,67,78,78,73,71,59,80,55,66,52,77,34,82,79,64,85,78,80,21,84,67,61,81,23,26,13,12,7,10,8,16
178,65,Slovenia,80,82,Right,2,4,4,2020,midfielder,26,20000000,summer,Ger Bundesliga,2017,63,65,34,82,58,86,76,64,76,82,86,79,91,81,81,70,67,88,47,72,64,72,76,81,64,81,42,67,54,13,11,7,6,16
193,92,Netherlands,79,84,Right,1,3,2,2020,defender,26,84650000,winter,Premier League,2017,53,55,74,71,43,69,60,70,76,70,66,67,57,69,51,81,80,72,92,64,74,80,41,59,64,87,77,82,76,13,10,13,11,11
182,76,Tunisia,79,82,Right,1,4,3,2020,attacker,26,2500000,summer,Ligue 1,2017,82,80,52,81,65,80,80,83,69,80,74,77,80,79,67,81,44,72,68,84,74,61,78,79,75,72,26,49,30,6,7,11,11,6
196,91,Russia,79,79,Right,2,3,3,2020,attacker,29,3500000,winter,Premier Liga,2017,61,77,88,71,72,71,65,60,55,78,69,73,50,76,37,79,60,83,93,66,75,35,83,79,77,70,25,15,19,15,12,11,11,8
181,78,France,78,86,Right,1,3,3,2020,midfielder,22,41500000,summer,Ger Bundesliga,2017,66,73,82,77,62,70,66,73,80,76,72,73,72,80,73,80,89,80,78,72,81,77,78,75,70,73,74,77,72,7,10,14,9,14
184,82,Netherlands,78,85,Left,2,4,2,2020,attacker,23,2500000,summer,Super Lig,2017,33,85,73,74,66,68,54,39,31,75,72,76,64,75,70,83,75,84,78,68,74,13,82,50,81,76,19,19,22,13,7,11,15,16
168,68,France,78,84,Right,1,3,3,2020,midfielder,25,2500000,summer,Ligue 1,2017,67,49,65,80,43,70,69,48,72,78,76,74,80,73,83,62,82,89,75,64,79,77,55,70,55,70,78,77,75,14,12,9,12,15
176,65,Nigeria,78,84,Right,2,3,4,2020,attacker,25,1300000,winter,Premier Liga,2017,65,78,64,72,75,82,60,48,53,80,95,92,90,80,88,78,82,91,45,73,33,24,79,66,69,72,20,28,24,7,12,13,15,14
185,72,Netherlands,78,83,Right,2,3,3,2020,midfielder,25,13000000,summer,Premier League,2017,58,66,65,78,72,73,74,71,71,82,66,71,72,77,64,82,70,91,69,84,76,62,67,83,69,74,55,70,54,16,8,16,9,6
169,70,Netherlands,78,81,Right,1,4,2,2020,midfielder,26,3000000,summer,Jupiler Pro League,2017,70,26,27,84,73,71,80,70,79,81,68,65,75,79,90,77,56,76,69,71,86,81,65,84,64,72,64,73,61,11,11,14,10,7
185,76,Netherlands,78,81,Right,2,3,2,2020,midfielder,26,16700000,summer,Serie A,2017,63,51,71,78,62,62,57,43,76,74,66,66,62,78,69,74,79,82,78,66,78,81,61,72,60,72,72,78,78,14,15,7,12,12
182,80,Italy,78,80,Right,1,4,3,2020,attacker,27,2000000,summer,Serie A,2017,52,83,77,66,77,69,71,47,35,77,78,76,82,77,71,73,90,78,78,41,83,21,86,59,79,77,12,16,16,15,15,10,13,5
187,85,France,78,79,Right,1,3,2,2020,defender,29,1000000,winter,Ligue 1,2017,65,37,82,74,29,62,56,36,68,65,62,68,60,74,65,59,80,74,78,50,78,74,48,60,50,69,78,79,74,11,15,10,12,11
181,69,Netherlands,78,78,Right,2,3,3,2020,defender,29,1000000,summer,Serie A,2017,78,60,69,77,57,75,55,22,71,78,81,81,74,78,69,74,83,80,69,68,75,70,74,71,43,72,74,78,78,11,15,7,6,7
175,67,England,78,78,Right,2,3,3,2020,midfielder,27,9300000,summer,Premier League,2017,74,64,48,83,68,79,59,62,80,80,66,74,72,77,77,74,62,73,56,75,71,65,74,77,72,72,47,59,49,15,11,9,12,13
177,75,Belgium,77,89,Right,2,5,3,2020,midfielder,20,25000000,summer,Ligue 1,2017,73,66,57,77,72,76,74,74,81,81,61,59,68,76,76,85,65,68,61,80,66,69,64,78,76,81,64,72,69,6,8,10,14,12
183,83,Gabon,77,83,Right,2,2,3,2020,midfielder,23,17250000,summer,Premier League,2017,72,55,56,81,68,78,68,68,77,81,79,79,79,74,79,78,55,79,79,78,78,70,72,76,68,74,60,66,66,12,9,15,8,16
182,70,Italy,77,83,Right,2,2,2,2020,midfielder,25,25000000,summer,Premier League,2017,77,62,60,71,68,72,65,59,65,72,79,85,75,72,77,74,69,87,65,70,70,71,70,64,59,70,75,75,79,11,9,8,6,11
190,85,Germany,77,82,Right,2,3,2,2020,defender,24,35000000,summer,Premier League,2017,60,27,76,70,34,59,34,56,65,65,76,78,63,72,50,70,72,65,81,40,86,69,33,57,40,60,77,79,74,14,15,10,12,8
191,91,Belgium,77,78,Right,2,3,2,2020,attacker,28,3800000,summer,Premier League,2017,42,77,83,76,69,65,46,29,59,75,55,74,38,75,35,79,75,87,90,65,77,32,77,70,62,73,15,46,38,7,16,6,9,12
194,83,Belgium,76,84,Right,2,3,2,2020,defender,22,4500000,summer,Super League 1,2017,48,54,79,68,27,53,29,36,73,65,58,67,57,74,33,46,72,70,76,26,76,75,47,57,35,75,75,76,74,9,12,14,7,8
176,70,France,76,84,Left,1,3,3,2020,defender,23,2000000,summer,Ligue 1,2017,79,66,69,72,65,74,68,49,59,73,79,79,77,72,75,77,81,77,64,62,66,75,65,68,66,66,74,73,75,11,10,11,14,12
184,80,Netherlands,76,82,Right,1,4,2,2020,defender,22,16000000,summer,Serie A,2017,78,53,66,68,66,74,60,60,73,70,86,87,66,71,65,80,74,89,73,69,83,65,64,67,52,55,74,72,74,13,7,14,16,15
188,81,France,76,81,Right,1,3,2,2020,defender,26,10000000,summer,Premier League,2017,51,42,75,68,42,47,47,41,67,62,46,53,52,67,47,72,54,53,91,66,87,76,46,32,43,70,74,77,69,11,15,15,12,7
188,76,France,76,81,Left,2,2,3,2020,midfielder,24,14000000,summer,Laliga,2017,59,48,72,78,46,77,63,60,77,77,69,75,75,74,54,86,74,86,86,67,65,73,73,72,45,74,69,78,71,15,10,10,8,10
186,82,Netherlands,76,78,Left,1,3,3,2020,defender,27,3000000,summer,Premier League,2017,75,62,55,69,58,77,68,52,59,76,82,86,68,76,53,75,66,83,78,64,70,72,74,68,53,67,73,75,77,12,15,12,11,10
180,70,Italy,75,83,Right,1,3,3,2020,midfielder,22,2000000,summer,Serie A,2017,70,66,63,78,65,72,67,69,75,77,73,70,74,70,75,75,55,75,65,75,74,71,67,73,52,60,66,70,68,7,10,11,12,9
180,70,Italy,75,83,Right,1,3,3,2020,midfielder,22,10000000,summer,Serie A,2017,70,66,63,78,65,72,67,69,75,77,73,70,74,70,75,75,55,75,65,75,74,71,67,73,52,60,66,70,68,7,10,11,12,9
178,80,Morocco,75,82,Left,1,4,4,2020,midfielder,23,1000000,summer,Laliga,2017,63,70,48,74,73,82,81,72,67,77,81,78,82,69,74,83,63,66,75,78,77,33,76,62,70,63,36,32,37,9,6,7,11,10
178,80,Morocco,75,82,Left,1,4,4,2020,midfielder,23,1000000,winter,Ligue 1,2017,63,70,48,74,73,82,81,72,67,77,81,78,82,69,74,83,63,66,75,78,77,33,76,62,70,63,36,32,37,9,6,7,11,10
182,81,Croatia,75,81,Right,1,5,3,2020,attacker,23,8000000,summer,Super League 1,2017,46,76,73,59,67,71,59,46,39,74,72,76,62,75,61,80,78,58,77,62,86,25,74,56,62,62,18,22,16,15,9,12,15,12
187,79,France,75,80,Right,1,3,3,2020,midfielder,25,3000000,winter,Serie A,2017,73,70,70,77,69,77,64,60,71,75,79,79,72,72,72,78,83,81,79,69,78,74,71,68,58,71,74,76,71,8,6,10,10,11
176,63,Belgium,75,79,Left,1,4,3,2020,attacker,25,1000000,winter,Laliga,2017,70,70,47,72,69,81,72,69,71,75,85,84,84,71,85,71,73,91,47,70,71,35,72,72,69,70,29,27,34,9,15,12,11,7
185,82,Denmark,75,79,Right,1,4,2,2020,defender,26,1500000,winter,Superliga,2017,42,39,75,65,36,43,42,34,68,64,64,76,70,70,67,69,80,78,83,49,77,72,64,64,35,75,74,76,74,14,15,7,11,16
178,68,Algeria,75,78,Right,1,4,4,2020,midfielder,27,8000000,winter,Premier Liga,2017,68,75,53,72,70,77,71,72,69,76,76,69,75,74,73,75,41,72,63,74,33,20,74,72,69,74,20,25,22,6,16,8,7,6
170,65,Switzerland,74,80,Left,1,3,3,2020,attacker,26,1750000,winter,Ger Bundesliga,2017,66,69,61,69,79,77,70,67,70,75,86,87,86,63,85,73,84,81,64,70,65,19,71,69,55,42,26,32,35,16,13,12,8,6
183,76,France,74,78,Right,1,3,3,2020,attacker,25,2000000,summer,Ligue 1,2017,51,77,67,65,71,65,50,49,59,73,74,72,74,76,65,74,69,56,67,71,54,32,78,62,72,55,25,19,19,9,10,6,14,7
185,77,England,73,83,Left,1,3,1,2020,goalkeeper,23,28500000,summer,Premier League,2017,17,19,15,28,20,14,18,16,33,21,48,41,33,64,67,31,59,44,50,13,23,24,18,65,41,27,14,20,12,72,75,82,71,74
192,82,Germany,73,83,Right,1,3,2,2020,attacker,22,8000000,summer,Ger Bundesliga,2017,40,73,69,60,65,69,58,29,45,72,68,75,64,75,63,73,71,76,75,63,74,23,75,58,59,61,25,27,17,12,11,7,11,14
171,62,England,73,81,Right,1,4,3,2020,midfielder,24,12350000,winter,Premier League,2017,63,67,44,73,51,76,73,78,65,73,77,70,73,64,85,70,58,75,39,69,67,37,70,74,66,55,46,40,43,13,13,14,10,8
183,78,Italy,73,79,Left,1,4,2,2020,defender,24,5000000,summer,Serie A,2017,67,40,63,66,48,63,65,50,62,66,81,78,72,61,71,81,69,76,69,67,74,77,56,52,48,72,77,75,74,12,6,14,10,7
188,75,DR Congo,73,79,Right,1,3,2,2020,defender,24,3000000,summer,Ger Bundesliga,2017,70,56,70,70,54,71,70,37,72,71,68,71,65,75,65,67,70,79,69,59,77,70,68,70,56,66,73,74,72,13,15,8,13,14
182,76,Mali,73,76,Right,1,3,2,2020,midfielder,25,1800000,summer,Jupiler Pro League,2017,57,36,46,73,37,63,55,46,70,73,56,35,54,73,61,60,67,71,74,60,74,75,20,56,53,60,69,74,68,12,11,9,6,9
